# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MYPT-75D	FBgn0036801	FBtr0075049	protein_coding	0	20	6	731	11	3	8	63	0	571	6	0	0	0	2	0	0	0	0	15	80
MYPT-75D	FBgn0036801	FBtr0331420	protein_coding	0	21	4	733	11	4	10	63	0	571	4	0	0	0	2	0	0	0	0	15	80
MYPT-75D	FBgn0036801	FBtr0331421	protein_coding	0	20	6	508	11	3	16	63	0	379	6	0	0	0	2	0	0	0	0	15	41
MYPT-75D	FBgn0036801	FBtr0331422	protein_coding	0	20	6	731	11	3	10	63	0	569	6	0	0	0	2	0	0	0	0	15	80
Mad	FBgn0011648	FBtr0077616	protein_coding	0	31	0	642	11	0	2	188	0	318	0	0	0	0	3	0	0	0	0	28	126
Mad	FBgn0011648	FBtr0332372	protein_coding	0	33	0	485	20	1	1	188	0	115	0	0	0	0	3	0	0	0	0	29	164
Mad1	FBgn0026326	FBtr0088599	protein_coding	0	8	2	83	1	0	0	26	0	2	2	0	0	0	0	0	0	0	0	8	54
Madm	FBgn0027497	FBtr0078722	protein_coding	0	5	4	33	6	0	4	1	0	2	4	0	0	0	0	0	0	0	0	5	20
Maf1	FBgn0058196	FBtr0113829	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Maf1	FBgn0058196	FBtr0113830	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
Maf1	FBgn0058196	FBtr0301121	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Magi	FBgn0034590	FBtr0071636	protein_coding	0	92	18	624	10	7	41	141	0	299	18	0	0	0	5	0	0	0	0	80	137
Magi	FBgn0034590	FBtr0342873	protein_coding	0	90	18	616	10	5	26	141	0	299	18	0	0	0	5	0	0	0	0	80	144
Magi	FBgn0034590	FBtr0342874	protein_coding	0	88	18	567	10	3	20	141	0	223	18	0	0	0	5	0	0	0	0	80	177
Mal-A1	FBgn0002570	FBtr0088759	protein_coding	0	10	0	92	0	0	1	54	0	5	0	0	0	0	0	0	0	0	0	10	32
Mal-A2	FBgn0002569	FBtr0088747	protein_coding	1	3	4	75	2	0	0	24	0	2	4	0	0	0	0	0	1	0	0	3	47
Mal-A3	FBgn0002571	FBtr0088758	protein_coding	0	5	1	73	0	0	1	37	0	1	1	0	0	0	0	0	0	0	0	5	34
Mal-A4	FBgn0033294	FBtr0088748	protein_coding	0	2	4	60	2	0	0	27	0	2	4	0	0	0	0	0	0	0	0	2	29
Mal-A5	FBgn0050359	FBtr0088749	protein_coding	0	5	6	79	0	1	6	43	0	1	6	0	0	0	0	0	0	0	0	4	29
Mal-A5	FBgn0050359	FBtr0300953	protein_coding	0	3	6	81	0	1	8	43	0	1	6	0	0	0	0	0	0	0	0	2	29
Mal-A5	FBgn0050359	FBtr0339279	protein_coding	0	5	4	81	0	1	6	43	0	3	4	0	0	0	0	0	0	0	0	4	29
Mal-A6	FBgn0050360	FBtr0273322	protein_coding	1	7	3	85	1	0	0	53	0	1	3	0	0	0	0	0	1	0	0	7	30
Mal-A6	FBgn0050360	FBtr0346647	protein_coding	1	8	3	88	4	0	0	53	0	1	3	0	0	0	1	0	1	0	0	7	30
Mal-A7	FBgn0033296	FBtr0088757	protein_coding	0	13	9	96	1	0	0	42	0	3	9	0	0	0	0	0	0	0	0	13	50
Mal-A7	FBgn0033296	FBtr0345489	protein_coding	0	13	9	97	14	0	0	30	0	3	9	0	0	0	0	0	0	0	0	13	50
Mal-A8	FBgn0033297	FBtr0088752	protein_coding	0	9	9	111	0	0	0	52	0	5	9	0	0	0	1	0	0	0	0	8	55
Mal-B1	FBgn0032381	FBtr0080275	protein_coding	0	47	8	282	0	0	0	142	0	17	8	0	0	0	1	0	0	0	0	46	124
Mal-B2	FBgn0032382	FBtr0080276	protein_coding	0	38	7	317	2	1	2	153	0	30	7	0	0	0	3	0	0	0	0	34	133
Mal-B2	FBgn0032382	FBtr0303220	protein_coding	0	37	7	316	10	0	2	154	0	23	7	0	0	0	3	0	0	0	0	34	130
Mal-B2	FBgn0032382	FBtr0303221	protein_coding	0	37	7	307	2	0	2	153	0	23	7	0	0	0	3	0	0	0	0	34	130
Manf	FBgn0027095	FBtr0083283	protein_coding	0	6	1	136	1	0	1	63	0	3	1	0	0	0	1	0	0	0	0	5	69
Map205	FBgn0002645	FBtr0085875	protein_coding	0	5	16	104	2	0	2	28	0	42	16	0	0	0	0	0	0	0	0	5	30
Map205	FBgn0002645	FBtr0085876	protein_coding	0	5	16	104	4	0	2	26	0	42	16	0	0	0	0	0	0	0	0	5	30
Map205	FBgn0002645	FBtr0334299	protein_coding	0	5	15	109	13	0	2	21	0	43	15	0	0	0	0	0	0	0	0	5	30
Map60	FBgn0010342	FBtr0088530	protein_coding	0	7	3	144	3	0	0	71	0	0	3	0	0	0	0	0	0	0	0	7	70
Mapmodulin	FBgn0034282	FBtr0086822	protein_coding	0	9	0	286	14	0	0	117	0	34	0	0	0	0	1	0	0	0	0	8	122
Mapmodulin	FBgn0034282	FBtr0086823	protein_coding	0	9	0	283	14	0	0	114	0	34	0	0	0	0	1	0	0	0	0	8	122
Mapmodulin	FBgn0034282	FBtr0113091	protein_coding	0	12	5	246	2	0	0	105	0	25	5	0	0	0	1	0	0	0	0	11	115
Mapmodulin	FBgn0034282	FBtr0300410	protein_coding	0	12	5	275	14	0	0	114	0	26	5	0	0	0	1	0	0	0	0	11	122
Marcal1	FBgn0031655	FBtr0078992	protein_coding	0	33	13	219	4	0	0	115	0	16	13	0	0	0	6	0	0	0	0	29	88
Marf	FBgn0029870	FBtr0070909	protein_coding	0	26	1	165	12	0	1	67	0	31	1	0	0	0	4	0	0	0	0	23	57
Marf	FBgn0029870	FBtr0070910	protein_coding	0	26	1	165	12	0	2	67	0	30	1	0	0	0	4	0	0	0	0	23	57
Marf	FBgn0029870	FBtr0343373	protein_coding	0	26	1	165	12	0	2	67	0	30	1	0	0	0	4	0	0	0	0	23	57
Mat1	FBgn0024956	FBtr0088255	protein_coding	0	12	3	160	0	0	1	59	0	0	3	0	0	0	0	0	0	0	0	12	100
Mat89Ba	FBgn0261286	FBtr0083275	protein_coding	0	26	17	112	2	0	0	66	0	1	17	0	0	0	0	0	0	0	0	26	43
Max	FBgn0017578	FBtr0075018	protein_coding	0	4	0	139	5	1	3	51	0	8	0	0	0	0	1	0	0	0	0	2	73
Max	FBgn0017578	FBtr0310276	protein_coding	0	4	0	139	3	1	3	53	0	8	0	0	0	0	1	0	0	0	0	2	73
Max	FBgn0017578	FBtr0345391	protein_coding	0	4	0	142	7	1	3	52	0	8	0	0	0	0	1	0	0	0	0	2	73
Mbs	FBgn0005536	FBtr0075441	protein_coding	0	16	4	226	7	0	2	88	0	61	4	0	0	0	1	0	0	0	0	15	69
Mbs	FBgn0005536	FBtr0112850	protein_coding	0	15	4	254	12	0	2	84	0	88	4	0	0	0	1	0	0	0	0	14	69
Mbs	FBgn0005536	FBtr0112851	protein_coding	0	33	7	619	12	2	11	84	0	410	7	0	0	0	4	0	0	0	0	27	106
Mbs	FBgn0005536	FBtr0112852	protein_coding	0	33	7	619	12	2	11	84	0	410	7	0	0	0	4	0	0	0	0	27	106
Mbs	FBgn0005536	FBtr0301472	protein_coding	0	43	9	607	12	2	11	84	0	398	9	0	0	0	4	0	0	0	0	37	106
Mbs	FBgn0005536	FBtr0301473	protein_coding	0	43	9	607	12	2	11	84	0	398	9	0	0	0	4	0	0	0	0	37	106
Mbs	FBgn0005536	FBtr0301575	protein_coding	0	33	7	619	12	2	11	84	0	410	7	0	0	0	4	0	0	0	0	27	106
Mbs	FBgn0005536	FBtr0308212	protein_coding	0	44	9	600	3	3	12	86	0	397	9	0	0	0	4	0	0	0	0	37	106
Mbs	FBgn0005536	FBtr0308213	protein_coding	0	42	9	608	12	2	11	84	0	398	9	0	0	0	3	0	0	0	0	37	106
Mbs	FBgn0005536	FBtr0308214	protein_coding	0	44	9	607	12	3	12	84	0	397	9	0	0	0	4	0	0	0	0	37	106
Mbs	FBgn0005536	FBtr0308215	protein_coding	0	43	9	607	12	2	11	84	0	398	9	0	0	0	4	0	0	0	0	37	106
Mbs	FBgn0005536	FBtr0308216	protein_coding	0	20	1	611	29	2	11	88	0	381	1	0	0	0	4	0	0	0	0	14	106
Mbs	FBgn0005536	FBtr0333616	protein_coding	0	44	9	579	7	2	11	88	0	371	9	0	0	0	4	0	0	0	0	38	106
Mcm10	FBgn0032929	FBtr0081475	protein_coding	0	8	3	64	1	0	0	24	0	0	3	0	0	0	0	0	0	0	0	8	39
Mcm2	FBgn0014861	FBtr0081827	protein_coding	0	4	2	83	1	0	0	46	0	3	2	0	0	0	0	0	0	0	0	4	33
Mcm3	FBgn0024332	FBtr0070762	protein_coding	0	32	2	161	0	1	3	91	0	8	2	0	0	0	2	0	0	0	0	30	60
Mcm3	FBgn0024332	FBtr0340476	protein_coding	1	31	2	161	0	1	3	91	0	9	2	0	1	0	1	0	0	0	0	29	60
Mcm5	FBgn0017577	FBtr0082279	protein_coding	0	17	1	108	3	1	3	61	0	2	1	0	0	0	1	0	0	0	0	15	39
Mcm6	FBgn0025815	FBtr0070952	protein_coding	0	22	2	114	4	0	3	52	0	0	2	0	0	0	0	0	0	0	0	22	55
Mcm7	FBgn0020633	FBtr0076585	protein_coding	0	71	3	247	5	0	2	119	0	20	3	0	0	0	9	0	0	0	0	63	108
Mco1	FBgn0032116	FBtr0079807	protein_coding	0	66	20	559	8	0	3	154	0	230	20	0	0	0	1	0	0	0	0	65	164
Mco1	FBgn0032116	FBtr0303896	protein_coding	0	65	20	559	8	0	4	154	0	229	20	0	0	0	0	0	0	0	0	65	164
Mco1	FBgn0032116	FBtr0303897	protein_coding	0	65	20	559	8	0	4	154	0	229	20	0	0	0	0	0	0	0	0	65	164
Mcr	FBgn0267488	FBtr0079543	protein_coding	0	140	12	285	15	0	5	123	0	73	12	0	0	0	4	0	0	0	0	136	73
Mct1	FBgn0023549	FBtr0070393	protein_coding	0	12	1	181	1	0	6	41	0	92	1	0	0	0	1	0	0	0	0	11	42
Mct1	FBgn0023549	FBtr0342765	protein_coding	0	13	1	238	1	1	2	41	0	142	1	0	0	0	1	0	0	0	0	11	53
Mctp	FBgn0034389	FBtr0110970	protein_coding	0	72	6	607	15	1	15	152	0	311	6	0	0	0	14	0	0	0	0	60	125
Mctp	FBgn0034389	FBtr0110971	protein_coding	0	52	1	358	15	1	2	152	0	36	1	0	0	0	11	0	0	0	0	42	162
Mctp	FBgn0034389	FBtr0330004	protein_coding	0	73	9	603	11	1	15	152	0	311	9	0	0	0	14	0	0	0	0	61	125
Mctp	FBgn0034389	FBtr0330005	protein_coding	0	75	8	467	15	3	13	152	0	148	8	0	0	0	14	0	0	0	0	61	150
Mctp	FBgn0034389	FBtr0345950	protein_coding	0	72	6	608	15	1	15	153	0	311	6	0	0	0	14	0	0	0	0	60	125
Mctp	FBgn0034389	FBtr0346955	protein_coding	0	72	6	607	15	1	15	152	0	311	6	0	0	0	14	0	0	0	0	60	125
Mdh1	FBgn0262782	FBtr0080050	protein_coding	0	11	4	147	1	0	0	51	0	19	4	0	0	0	0	0	0	0	0	11	76
Mdh1	FBgn0262782	FBtr0345435	protein_coding	0	11	4	148	2	0	0	51	0	19	4	0	0	0	0	0	0	0	0	11	76
Mdh2	FBgn0262559	FBtr0083563	protein_coding	0	26	1	362	4	0	2	200	0	33	1	0	0	0	2	0	0	0	0	24	125
Mdr49	FBgn0004512	FBtr0087801	protein_coding	0	79	8	352	3	0	12	127	0	69	8	0	0	0	4	0	0	0	0	75	144
Mdr49	FBgn0004512	FBtr0302198	protein_coding	0	72	6	305	3	1	7	127	0	26	6	0	0	0	3	0	0	0	0	68	144
Mdr50	FBgn0010241	FBtr0087537	protein_coding	0	39	14	143	3	0	1	53	0	38	14	0	0	0	4	0	0	0	0	36	51
Mdr65	FBgn0004513	FBtr0077011	protein_coding	0	45	13	174	0	0	2	48	0	35	13	0	0	0	10	0	0	0	0	40	94
Mec2	FBgn0030993	FBtr0074669	protein_coding	0	13	6	142	1	0	3	26	0	35	6	0	0	0	3	0	0	0	0	10	80
Med	FBgn0011655	FBtr0085815	protein_coding	0	16	0	175	0	1	7	63	0	13	0	0	0	0	4	0	0	0	0	11	96
Med	FBgn0011655	FBtr0085816	protein_coding	0	15	0	176	0	1	7	63	0	14	0	0	0	0	4	0	0	0	0	10	96
Med	FBgn0011655	FBtr0337030	protein_coding	0	16	0	175	1	1	7	62	0	13	0	0	0	0	4	0	0	0	0	11	96
Mef2	FBgn0011656	FBtr0088443	protein_coding	1	14	2	245	4	7	27	37	0	120	2	0	1	0	3	0	0	0	0	6	59
Mef2	FBgn0011656	FBtr0088444	protein_coding	0	10	2	246	4	3	11	37	0	136	2	0	0	0	3	0	0	0	0	6	59
Mef2	FBgn0011656	FBtr0088445	protein_coding	0	10	2	274	22	3	11	47	0	136	2	0	0	0	3	0	0	0	0	6	59
Mef2	FBgn0011656	FBtr0088446	protein_coding	0	10	2	246	4	3	11	37	0	136	2	0	0	0	3	0	0	0	0	6	59
Mef2	FBgn0011656	FBtr0088447	protein_coding	0	7	2	595	22	2	7	47	0	458	2	0	0	0	2	0	0	0	0	4	62
Mef2	FBgn0011656	FBtr0330707	protein_coding	0	7	2	452	8	3	15	40	0	318	2	0	0	0	1	0	0	0	0	4	71
Mef2	FBgn0011656	FBtr0330708	protein_coding	0	10	2	571	7	2	7	40	0	456	2	0	0	0	3	0	0	0	0	7	62
Meics	FBgn0025874	FBtr0075791	protein_coding	0	25	12	147	2	0	2	86	1	1	12	0	0	0	0	0	0	0	0	24	56
Meics	FBgn0025874	FBtr0333030	protein_coding	0	24	11	149	2	0	2	86	1	3	11	0	0	0	0	0	0	0	0	23	56
Mekk1	FBgn0024329	FBtr0083684	protein_coding	1	56	4	241	1	0	1	100	0	70	4	0	0	0	3	0	1	0	0	53	72
Mekk1	FBgn0024329	FBtr0331353	protein_coding	1	60	3	185	1	4	22	100	0	20	3	0	0	0	3	0	1	0	0	53	45
Meltrin	FBgn0265140	FBtr0301498	protein_coding	0	56	16	936	6	3	16	104	0	739	16	0	0	0	6	0	0	0	0	49	75
Meltrin	FBgn0265140	FBtr0301499	protein_coding	0	37	10	897	10	3	16	80	0	719	10	0	0	0	5	0	0	0	0	31	75
Membrin	FBgn0260856	FBtr0077145	protein_coding	0	10	0	282	0	0	13	128	0	1	0	0	0	0	2	0	0	0	0	9	141
Men	FBgn0002719	FBtr0082660	protein_coding	0	10	3	186	4	0	4	19	0	76	3	0	0	0	0	0	0	0	0	10	83
Men	FBgn0002719	FBtr0082661	protein_coding	0	10	3	157	4	0	3	19	0	50	3	0	0	0	0	0	0	0	0	10	81
Men	FBgn0002719	FBtr0330025	protein_coding	0	7	1	145	4	0	3	19	0	43	1	0	0	0	0	0	0	0	0	7	76
Men-b	FBgn0029155	FBtr0085110	protein_coding	0	27	0	298	12	1	3	189	0	52	0	0	0	0	1	0	0	0	0	25	43
Men-b	FBgn0029155	FBtr0301707	protein_coding	0	27	0	257	0	1	3	160	0	52	0	0	0	0	1	0	0	0	0	25	43
Men-b	FBgn0029155	FBtr0301708	protein_coding	0	27	0	298	4	1	3	189	0	60	0	0	0	0	1	0	0	0	0	25	43
Menl-1	FBgn0029154	FBtr0301869	protein_coding	0	37	5	225	26	3	5	99	0	18	5	0	0	0	2	0	0	0	0	32	79
Menl-2	FBgn0029153	FBtr0100601	protein_coding	0	17	2	214	6	0	1	99	0	8	2	0	0	0	1	0	0	0	0	16	101
Menl-2	FBgn0029153	FBtr0301867	protein_coding	0	17	1	215	6	0	2	99	0	8	1	0	0	0	1	0	0	0	0	16	101
Menl-2	FBgn0029153	FBtr0301868	protein_coding	0	28	2	244	6	10	44	99	0	18	2	0	0	0	2	0	0	0	0	16	79
Mer	FBgn0086384	FBtr0074754	protein_coding	0	15	1	91	0	3	9	45	0	8	1	0	0	0	0	0	0	0	1	11	29
Mer	FBgn0086384	FBtr0345992	protein_coding	0	15	1	96	9	3	9	41	0	8	1	0	0	0	0	0	0	0	1	11	29
Mes-4	FBgn0039559	FBtr0085267	protein_coding	0	25	28	201	3	1	1	86	0	5	28	0	0	0	1	0	0	0	0	23	107
Mes-4	FBgn0039559	FBtr0335014	protein_coding	0	25	28	201	3	1	1	86	0	5	28	0	0	0	1	0	0	0	0	23	107
Mes2	FBgn0037207	FBtr0078561	protein_coding	0	2	2	42	0	0	0	15	0	14	2	0	0	0	0	0	0	0	1	1	13
Mes2	FBgn0037207	FBtr0078563	protein_coding	0	2	2	39	0	0	1	15	0	13	2	0	0	0	0	0	0	0	1	1	10
Mes4	FBgn0034726	FBtr0071827	protein_coding	0	2	4	188	2	0	0	69	0	3	4	0	0	0	0	0	0	0	0	2	114
Mes4	FBgn0034726	FBtr0301243	protein_coding	0	2	4	188	2	0	0	69	0	3	4	0	0	0	0	0	0	0	0	2	114
Mesh1	FBgn0039650	FBtr0085407	protein_coding	0	10	2	247	0	0	0	151	0	4	2	0	0	0	3	0	0	0	0	7	95
Met	FBgn0002723	FBtr0073521	protein_coding	0	11	1	79	5	0	2	32	0	4	1	0	0	0	0	0	0	0	0	11	36
Met	FBgn0002723	FBtr0343585	protein_coding	0	11	1	97	9	0	2	46	0	4	1	0	0	0	0	0	0	0	0	11	36
Met75Ca	FBgn0028416	FBtr0075115	protein_coding	0	1	0	114	1	0	0	47	0	0	0	0	0	0	1	0	0	0	0	0	66
Met75Cb	FBgn0028415	FBtr0075116	protein_coding	0	1	0	96	1	0	0	50	0	0	0	0	0	0	1	0	0	0	0	0	45
Mf	FBgn0038294	FBtr0083030	protein_coding	0	1	0	293	4	0	1	98	0	66	0	0	0	0	0	0	0	0	0	1	124
Mf	FBgn0038294	FBtr0083031	protein_coding	0	7	0	415	10	0	1	128	0	154	0	0	0	0	2	0	0	0	0	5	124
Mf	FBgn0038294	FBtr0083032	protein_coding	0	1	0	291	0	0	1	101	0	65	0	0	0	0	0	0	0	0	0	1	124
Mf	FBgn0038294	FBtr0083033	protein_coding	0	5	0	417	7	0	1	128	0	158	0	0	0	0	1	0	0	0	0	4	124
Mf	FBgn0038294	FBtr0083034	protein_coding	0	1	0	421	7	0	1	128	0	161	0	0	0	0	0	0	0	0	0	1	124
Mf	FBgn0038294	FBtr0302142	protein_coding	0	6	0	426	10	0	4	128	0	155	0	0	0	0	2	0	0	0	0	4	131
Mf	FBgn0038294	FBtr0302143	protein_coding	0	1	0	303	4	0	4	98	0	66	0	0	0	0	0	0	0	0	0	1	131
Mf	FBgn0038294	FBtr0302144	protein_coding	0	3	0	419	10	0	1	128	0	157	0	0	0	0	1	0	0	0	0	2	124
Mf	FBgn0038294	FBtr0302145	protein_coding	0	2	0	405	0	0	4	153	0	117	0	0	0	0	0	0	0	0	0	2	131
Mf	FBgn0038294	FBtr0302146	protein_coding	0	6	0	416	10	0	1	128	0	155	0	0	0	0	2	0	0	0	0	4	124
Mf	FBgn0038294	FBtr0306642	protein_coding	0	1	0	291	28	0	1	101	0	37	0	0	0	0	0	0	0	0	0	1	124
Mf	FBgn0038294	FBtr0306643	protein_coding	0	6	0	391	7	0	1	128	0	138	0	0	0	0	1	0	0	0	0	5	118
Mf	FBgn0038294	FBtr0306644	protein_coding	0	6	0	416	7	0	1	128	0	157	0	0	0	0	1	0	0	0	0	5	124
Mf	FBgn0038294	FBtr0334927	protein_coding	0	1	0	320	4	0	2	98	0	96	0	0	0	0	0	0	0	0	0	1	120
Mf	FBgn0038294	FBtr0334928	protein_coding	0	5	0	417	7	0	1	128	0	158	0	0	0	0	1	0	0	0	0	4	124
Mf	FBgn0038294	FBtr0345219	protein_coding	0	1	0	362	33	0	1	133	0	71	0	0	0	0	0	0	0	0	0	1	124
Mf	FBgn0038294	FBtr0345220	protein_coding	0	1	0	307	6	0	1	111	0	65	0	0	0	0	0	0	0	0	0	1	124
Mfap1	FBgn0035294	FBtr0072841	protein_coding	0	34	1	311	2	0	9	186	0	9	1	0	0	0	2	0	0	0	0	32	107
Mfe2	FBgn0030731	FBtr0074209	protein_coding	0	18	4	189	1	0	2	57	0	9	4	0	0	0	0	0	0	0	0	18	120
Mfe2	FBgn0030731	FBtr0340442	protein_coding	0	18	4	171	1	0	1	57	0	3	4	0	0	0	0	0	0	0	0	18	109
Mgat1	FBgn0034521	FBtr0086259	protein_coding	0	30	5	350	16	3	13	202	0	17	5	0	0	0	5	0	0	0	0	23	106
Mgat2	FBgn0039738	FBtr0085602	protein_coding	0	58	7	511	26	0	16	123	0	146	7	0	0	0	9	0	0	0	0	49	209
Mgat2	FBgn0039738	FBtr0100418	protein_coding	0	57	6	513	26	0	9	123	0	155	6	0	0	0	9	0	0	0	0	48	209
Mgat2	FBgn0039738	FBtr0334705	protein_coding	0	59	6	511	26	0	16	123	0	147	6	0	0	0	10	0	0	0	0	49	209
Mgstl	FBgn0025814	FBtr0077242	protein_coding	0	0	1	143	0	0	0	56	0	16	1	0	0	0	0	0	0	0	0	0	71
Mgstl	FBgn0025814	FBtr0077243	protein_coding	0	1	0	136	0	1	2	56	0	5	0	0	0	0	0	0	0	0	0	0	73
Mgstl	FBgn0025814	FBtr0345919	protein_coding	0	1	1	152	0	1	6	56	0	16	1	0	0	0	0	0	0	0	0	0	74
Mhc	FBgn0264695	FBtr0080895	protein_coding	0	28	2	448	5	0	0	120	0	252	2	0	0	0	4	0	0	0	0	24	75
Mhc	FBgn0264695	FBtr0080896	protein_coding	0	29	2	447	5	0	0	120	0	252	2	0	0	0	5	0	0	0	0	24	75
Mhc	FBgn0264695	FBtr0080897	protein_coding	0	31	3	444	5	0	0	120	0	249	3	0	0	0	5	0	0	0	0	26	75
Mhc	FBgn0264695	FBtr0080898	protein_coding	0	28	2	448	5	0	0	120	0	252	2	0	0	0	4	0	0	0	0	24	75
Mhc	FBgn0264695	FBtr0080899	protein_coding	0	28	2	448	5	0	0	120	0	252	2	0	0	0	4	0	0	0	0	24	75
Mhc	FBgn0264695	FBtr0080900	protein_coding	0	29	2	447	5	0	0	120	0	252	2	0	0	0	5	0	0	0	0	24	75
Mhc	FBgn0264695	FBtr0080901	protein_coding	0	32	2	444	5	0	0	120	0	250	2	0	0	0	6	0	0	0	0	26	75
Mhc	FBgn0264695	FBtr0080902	protein_coding	0	29	2	447	5	0	0	120	0	252	2	0	0	0	5	0	0	0	0	24	75
Mhc	FBgn0264695	FBtr0080903	protein_coding	0	29	2	447	5	0	0	120	0	252	2	0	0	0	5	0	0	0	0	24	75
Mhc	FBgn0264695	FBtr0080905	protein_coding	0	32	3	443	7	0	0	120	0	247	3	0	0	0	6	0	0	0	0	26	75
Mhc	FBgn0264695	FBtr0080906	protein_coding	0	31	2	446	7	1	1	120	0	250	2	0	0	0	6	0	0	0	0	24	74
Mhc	FBgn0264695	FBtr0080907	protein_coding	0	32	3	443	7	0	0	120	0	247	3	0	0	0	6	0	0	0	0	26	75
Mhc	FBgn0264695	FBtr0301827	protein_coding	0	29	3	446	5	0	0	120	0	251	3	0	0	0	5	0	0	0	0	24	75
Mhc	FBgn0264695	FBtr0301828	protein_coding	0	28	2	445	5	0	0	120	0	251	2	0	0	0	4	0	0	0	0	24	73
Mhc	FBgn0264695	FBtr0301829	protein_coding	0	31	4	443	5	0	0	120	0	248	4	0	0	0	5	0	0	0	0	26	75
Mhc	FBgn0264695	FBtr0307492	protein_coding	0	28	2	435	5	0	3	120	0	227	2	0	0	0	4	0	0	0	0	24	84
Mhc	FBgn0264695	FBtr0307493	protein_coding	0	30	3	445	5	0	0	120	0	249	3	0	0	0	4	0	0	0	0	26	75
Mhc	FBgn0264695	FBtr0307494	protein_coding	0	28	2	435	5	0	3	120	0	227	2	0	0	0	4	0	0	0	0	24	84
Mhc	FBgn0264695	FBtr0307495	protein_coding	0	29	2	416	5	0	0	120	0	218	2	0	0	0	5	0	0	0	0	24	78
Mhc	FBgn0264695	FBtr0307496	protein_coding	0	30	3	432	5	0	3	120	0	226	3	0	0	0	6	0	0	0	0	24	84
Mhc	FBgn0264695	FBtr0346712	protein_coding	0	28	2	435	5	0	3	120	0	227	2	0	0	0	4	0	0	0	0	24	84
Mhcl	FBgn0026059	FBtr0083229	protein_coding	1	56	7	382	0	0	2	62	0	296	7	0	0	1	4	0	0	0	0	53	26
Mhcl	FBgn0026059	FBtr0083231	protein_coding	1	56	6	383	2	0	2	62	0	295	6	0	0	1	3	0	0	0	0	53	26
Mhcl	FBgn0026059	FBtr0083232	protein_coding	1	23	5	262	0	0	1	55	0	138	5	0	0	1	2	0	0	0	0	21	71
Mhcl	FBgn0026059	FBtr0083233	protein_coding	0	27	8	180	0	1	9	62	0	25	8	0	0	0	3	0	0	0	0	24	86
Mhcl	FBgn0026059	FBtr0110973	protein_coding	1	47	6	356	0	0	1	55	0	243	6	0	0	1	3	0	0	0	0	44	61
Mhcl	FBgn0026059	FBtr0110974	protein_coding	1	56	6	370	0	0	2	55	0	291	6	0	0	1	3	0	0	0	0	53	26
Mhcl	FBgn0026059	FBtr0303845	protein_coding	0	14	0	114	0	0	0	55	0	5	0	0	0	0	2	0	0	0	0	12	56
Mhcl	FBgn0026059	FBtr0332439	protein_coding	0	27	7	181	0	1	9	62	0	26	7	0	0	0	3	0	0	0	0	24	86
Mi-2	FBgn0262519	FBtr0074919	protein_coding	0	20	4	191	1	0	0	37	0	125	4	0	0	0	0	0	0	0	0	20	28
Mi-2	FBgn0262519	FBtr0100394	protein_coding	0	20	4	191	1	0	0	37	0	125	4	0	0	0	0	0	0	0	0	20	28
Mi-2	FBgn0262519	FBtr0302046	protein_coding	0	20	4	191	1	0	0	37	0	125	4	0	0	0	0	0	0	0	0	20	28
Mi-2	FBgn0262519	FBtr0332152	protein_coding	0	20	4	61	1	0	1	37	0	1	4	0	0	0	0	0	0	0	0	20	21
Mical	FBgn0053208	FBtr0082206	protein_coding	0	11	2	376	1	0	1	44	0	294	2	0	0	0	0	0	0	0	0	11	36
Mical	FBgn0053208	FBtr0082207	protein_coding	0	34	21	468	5	1	2	44	0	381	21	0	0	0	0	0	0	0	0	33	36
Mical	FBgn0053208	FBtr0082208	protein_coding	0	32	21	470	5	1	2	44	0	383	21	0	0	0	0	0	0	0	0	31	36
Mical	FBgn0053208	FBtr0082209	protein_coding	0	50	55	418	5	1	2	44	0	332	55	0	0	0	1	0	0	0	0	48	36
Mical	FBgn0053208	FBtr0082210	protein_coding	0	49	55	194	5	0	1	44	0	76	55	0	0	0	1	0	0	0	0	48	69
Mical	FBgn0053208	FBtr0082212	protein_coding	0	49	55	143	5	0	1	44	0	45	55	0	0	0	1	0	0	0	0	48	49
Mical	FBgn0053208	FBtr0082213	protein_coding	0	50	55	142	5	1	4	44	0	38	55	0	0	0	1	0	0	0	0	48	52
Mical	FBgn0053208	FBtr0273185	protein_coding	0	10	2	146	0	0	1	38	0	38	2	0	0	0	0	0	0	0	0	10	69
Mical	FBgn0053208	FBtr0306608	protein_coding	0	50	55	418	5	1	2	44	0	332	55	0	0	0	1	0	0	0	0	48	36
